index,ratings,reviewText,label
585,5,"This is not Twilight. This is a real head-on scary werewolf story. These wolves are not to be pet, hugged or kissed - they are to be run from shrieking in terror, and you can not imagine how either of the MC's will make it out of the basement alive. The fact that there is a romance between the two men is probably their only hope of surviving - for one of them, at least.The villains? You literally want to rip through your Kindle and inflict fatal bodily harm upon them.The sex scene is not graphic, It's quite mild actually, and can even be skipped over without losing the plot, if that's what some prefer.I didn't know what to expect from this book when I picked it up. I just knew it was about werewolves. Boy, am I glad I bought this one. Definitely on the upper level of the werewolf spectrum.",1
586,5,"I really liked this story.  It was whimsical and somehow soothing. I perceived the story to be about safety, about having a guardian, perhaps a guardian angel of sorts. A supernatural gardian angel.Children sometimes see their stuffed animals as protectors. When afraid of the dark or a new situation, out come the stuffed animals as protection. This story takes that to another level. I would love to have a ""Benny"" for my children. I can still remember my favorite teddy bear from childhood. Maybe that is why this story felt comforting to me.That said, this story would not be appropriate for young children. There are Santa issues, and there are a few scenes that would probably be scary to young children. It really is a shame, because the story message itself would be great for kids. The message is that someone or something is always looking out for you, even when you don't see it. This one is going into my keeper folder.",1
587,4,"I gave this book 3.5 stars but rounded it to 4 for a few reasons. First it was FREE (Thanks Amazon) and I couldn't put the book down. It definitely kept my interest. Read it in just 1 day.Holy Twilight Batman!!As I read more and more of this book I realized how similar the two story lines are. But I actually liked the characters and story of this book so much better! The connection William has to Bryn is like no other story I have read before. When he reveals his secret about her, actually his sister in-law Cora does (and I LOVE HER by the way). It made me melt and wish I had a guy wanting me for over 200 years!I could not put this book down, I kept wanting to know what would happen next between all the characters. I really liked the two lead characters and I adored Patrick and Cora... what wonderful future (possibly) brother & sister in law they will be.A few negatives is I found some of the scenes hard to follow. Similar to Twilight I just think with all the science fiction aspect of the stories it can be hard to picture in your head and understand the meaning of the words on the pages of the book. It took me the movie to understand all of Twilight so I don't blame the writing. I also kind of got annoyed with Bryn thinking she was dull and boring, when obviously her 5'10 self is not with all the guys wanting her everywhere she goes. I also was getting annoyed with the constant ""I LOVE YOU's"" from the characters yet William constantly kept secrets from her, she would find out and not care very much he wouldn't tell her the truth even when it affected her greatly. I would be upset if my boyfriend was hiding things from me when it had to do with my life and future.I did enjoy this book to my surprise. I have started book 2 and will continue the series and on to the Patrick's own books. I can't wait to find out what happens next![...]",1
588,4,"I thought this was an excellent read.  I liked how she brought in vampires from her other series.  I hope there's a sequel for Connor.  Oh, and I really liked Jaylyn better than Adrian in the first book.  I thought Adrian was just right down mean and there was nothing worth loving about him.",1
589,4,Such a fun read. Got it free but would buy as lt certainly is a good read.  Off to find more of the author's work. Accolades!!!,1
590,5,"Maylea ""May"" Aiona has wanted Evan Chambers for a long time. But he's only ever treated her like a kid sister. Added to her depressed mood is the acknowledgment that all her previous sexual experiences have left her less than fulfilled. After chatting with a close friend, May opts to explore her submissive desires at a BDSM club. Good thing her friend has connections, and soon she's agreed to a public submission at the club in exchange for the hefty fee the club requires for membership.Evan's wanted May since he first laid eyes on her, but feels she's out of his league so he never attempts to make her his.  Then she arrives at the BDSM club where he's a silent partner and becomes the Dom to her sub during her public submission. He's enthralled by her beauty and her feistiness and wants to be her Dom in her life beyond the club. He's already more possessive of her than he has any right to be. But then he learns of the threatening letters and messages left for her and his rage knows know bounds. While May tries to make light of the messages, claiming she's not in any danger, Evan knows better and will do what it takes to keep his submissive safe.Author Melissa Schroeder is quickly becoming a must-read writer for me. Her stories never fail to entertain and arouse and A Little Harmless Obsession is no exception. May and Evan have a decent friendship already under their belts. Quietly but impatiently simmering in the background is their attraction for one another. This makes for the best foundation of their relationship, because they already know quite a bit about each other, and yet, it was a delight to read their surprise when their mutual attraction was brought to light. The sexual tension between this couple was heady and there were times I wanted to toss the two of them in bed just to give them some relief! But those times where they did give in to their desires were three-alarm-fire smoking!The added suspense of the stalker element was just the right touch for this story and it sped up the action to a rapid staccato. There were times that Evan's frustrations - his self loathing regarding his past, his anger at not being able to control May when she chose to exercise her own independence or her desire for space - made me want to choke him at times. But when he began revealing his inner vulnerability, it thoroughly endeared him to me, not only as a Dom but also as a man. May's inner strength was admirable and I can only strive to be someone like her. What a great story, thoroughly enjoyable, and inducing purchasing sessions, snatching up the author's backlist for more reading enjoyment.See my other reviews at FallenAngelReviews.com",1
591,5,"Personally, I felt this book was going to be a cookie-cutter ""mystery"" (not really a mystery but you'll see what I mean when you read it) where everything wraps up quick in the end. Needless to say, I was so surprised when the plot took unbelievable twists and turns that on more then one occasion I gasped aloud! The characters have true depth, real life issues, while at the same time keeping their goofy British humor and compassion at the forefront. I did NOT have high hopes when I first delved into this book but, boy, am I glad I found it! Read it! You'll be glad you did. I'm going to find the rest of the author's work now...",1
592,4,"I wish that Amazon let us do reviews in increments of half-stars.  This is much more of a three and a half star book.It is reasonably well written.  The dialogue in the beginning makes some rookie mistakes.  The characters grin and smile too much when they speak.  It seemed like the author was looking in his thesaurus for different words so that he would have to use the verb ""say.""  However, the dialogue does get better as the book progresses.  And at least what the characters say is said well enough.  It's never great, but it's fine.People have compared this author to Eddings, and to Tolkien.  There is a reason for that.  The hero, young Garion, quickly meets up with an old man visited him often as a youth - we'll call him BelGandalf, and his manservant who only appears to be a mute, Aragorn.  In Rivendell - I mean, Luxlor, a party is formed, including Silk, the Elven Master of Spies, and Garion's cousin, the Elven Prince Legolas.  We quickly find out that the Dark Lord SauronTorakAmird is out to get him, because he is the lost heir to the throne of RivArnor.  This is of course kept hidden from Garion . . .Yeah.  It's derivative and not as imaginative as I would like.In all fairness, most fantasy is derivative.  There are only so many tropes, and let's face it - Tolkien casts such a shadow over the genre that it's hard to avoid even where an author tries.  Nevertheless, it can still be done well even if it is derivative, and this book isn't done as well as I would like.This book lacks the depth and feel of Tolkien.  It also lacks the spark and humor of Edding's Belgariad.  Fortunately, it also lacks the terrible humor of Edding's later work.I give this four stars, not because I really liked it - it was okay - but because outside of the dialogue problems in the beginning, it's good enough.  No major editing errors, the dialogue is okay, it's got some polish, the voice that the author uses isn't annoying - nothing particularly wrong in this book.  But there isn't much that stands out, either.It's a bland, generic epic.  I liked it just enough - and it got better sufficiently - that I'm seriously considering buying the sequels.",1
593,4,"This book really is a funny and cute read, however as it neared the end I was left feeling like it stopped before it was done. This whole book takes place in one single evening a lacks detail for some of the characters.  Felt like it had a great start, was just hoping there was more of it.",1
594,4,"This curiosity of a book was written in the early 1900s. A sparkly bit of fluff, the story takes place during the downfall of the British aristocracy in the time when large estates became a financial drain and could not support the old lifestyle. And yet, thanks to a mind-set developed over centuries, ""gentlemen"" distained working as an option.This comedy of manners shows what happens when a young housemaid inherits a fortune and hires her young, penniless former mistress as her maid. Madness ensues as the ""maid"" tries to polish her new mistress and help her navigate the potential disasters awaiting her in society and among fortune hunters.Since this is a comedy of manners, stereotypes are used liberally. Some, like the handsome, sweet-talking, duplicitous Irishman fit into the story.Others, like the villain--an oily, mean-spirited foreign Jew--make modern readers cringe.It is best to keep in mind that this book comes from an earlier age with all the prejudices of that age.It also helps to remember that the setting is around the time of World War I when a swastika was merely an ancient good luck symbol.",1
595,5,This is a great story. This story had blush but not steam steaming in it. I liked the plot of this story.,1
596,5,"I would totally recommend this book to everyone its awesome.I really enjoyed reading the first book and now this one to .I can only imagine what the next book will be like.A little teaser,yet another boy that loves her.lol",1
597,5,Love Mel and Tia.,1
598,5,"Overall Feedback: A very compelling read, makes you never want to put it down. You will never want to put it down long enough to finish everything else. Go ahead and grab this one but make sure you either have everything else done or can do without getting it done.Point of View: You follow Tyler throughout this suspense ridden storyline.Voice: Does a great job of compelling the reader forward.Character Development: Expertly crafted and spot on. The characters become a part of the reader and as the reader you will be caught up in it all.Plot: Crafted to precision and will have you on the edge of your seat.Dialogue: Genuine dialogue that only reinforces the development of the characters.Pacing: Short quick chapters and written in a way that makes the story breeze by.Setting: The scary part is this could all be true, glad to know for now it is all in the pages of this book.Continuity: Does not miss a beat and the writing allows the reader to move through the story without effort.",1
599,5,"Two warring countries, two young princes honor-bound to protect their people, two proud leaders who refuse to back down.  These are the countries of Rezzia and Pawelon.  Rezzia is a country of people who worship the ten gods of the Lux Lucis; Pawelon is a country of sages and thinkers who utilize their own minds to reach a higher level of consciousness.  Rezzia believes they must conquer Pawelon in order to raise its people above their superstitions; Pawelon believes they must stand fast against the mythology of the Rezzians.  Can there be any end to this conflict without the multitude of deaths feared by the Rezzian Haizzam, Caio, or the Pawelon prince Rao?  Can they find a way to work together to achieve peace, or will their fathers ensure that there will be nothing but war?It was very difficult to come up with a way to describe the overall plot of this story without a) getting into way too many details and/or b) adding in too many spoilers.  This is a very complex story, with multiple layers and ideologies.  Siregar says he wrote the story as an homage to Homer; there are also references that can be related to Greek and Roman mythologies and ideologies and a strange blend of Hinduism and Buddhism.  I found it all quite fascinating, although many I have spoken to have had a difficult time with the story due to its very density.  Personally, I really liked it.  It is definitely dark fantasy - deep and heavy - but if you are a fan of military fantasy, dark fantasy, and/or stories that delve into the relationships between people and gods, you should find this as fascinating a read as I did.  This is the first book in a series, and the author says that he is working on the second book at this time.  Be sure to check this most interesting story out - if you enjoy a complex read, you will love this.",1
600,5,"I picked out this book today from the ""free Kindle top 100 books"" and although the initial lack of information about the book (non existent description and no reviews)tended to put me off, I decided to give it a try.  Man, am I glad I did!!!  This book captivated me in a way few books do.  At first the writing style (reminiscent of Kent Haruf, author of Plainsong, Eventide, et al.) was unexpected.  This style includes run on sentences, unusual beginnings and endings to paragraphs and a choppy, almost machine gun like dialogue which, until you get used to it, can be a little off putting, yet...  like Haruf's novels it works its magic and is so believable it's as if you are a ghost hovering around the author, living alongside him and his shipmates as he spins this great tale.Set on-board a navy fighting ship just prior to the first Gulf War, and in Iraq for a time during the Gulf War, the book is not a long read yet its ability to insert you directly into the middle of the action is amazing.  You really get an incredible insight into the lives of Sailors and Marines on-board ship as they move through their sometimes mundane, or exciting, or tragic daily lives. The harsh reality of life and death as an inescapable fact of war is realistically portrayed, as are the thoughts and/or actions which might preserve life or cause death in a given situation.The language used is strong yet exactly as men talk to one another under conditions of camaraderie, or lack thereof, in the close quarters of shipboard life during times of peace or war.This is not so much a story as it is a narrative and, as such, there is no real plot or storyline.  Instead, you find rich  dialogue and intimate thoughts placed on the pages in a manner which draws you into the situations and assures your undivided attention.If you are looking for a realistic book about the thoughts and feelings of realistic characters, then this book should fill the bill, and I wholeheartedly recommend it to anyone who wants a Damn Good read.",1
601,4,First I have to say that having read up on the creation of this book I am doubly blessed to be a member of The Church of Jesus Christ of Latter-day Saints which would make something like this available for $3.99. However I did find that Joshua 24 is misnumbered as 23.1 etc under the heading of Chapter 24.,1
602,4,"This is a delightful Christmas love story, well written, witty and a pleasure to read. Merrie, the star of the show, is a bright, bubbly party planner, who just carries the book with her exuberant personality, while her accountant and love interest Tom is a perfect counterpoint. For a fast paced and enjoyable read this is a great book.",1
603,4,"I love of a good serial killer novel as much as the next guy, but Blake Crouch really hits on the finer points in this series.",1
604,4,"Plot/Storyline: 4 StarsThis book opened with a scene that pulled me into the novel, making me want to know what happened next. I didn't have to wait long as each section, which told of a portion of Johnny Buck's life, while leaving the reader hanging for more, still had a feeling of completeness.The overall plot was intriguing and original. The storyline did get a little long-winded at times, with about thirty percent of the book being unnecessary to the plot. I do prefer my novels to be a little more tightly written and with a faster pace. There were just too many scenes that did not contribute to the storyline.I found the conclusion to be completely unpredictable and satisfying, if a little corny. I liked the way the author did not add a lot of explanation to drag out the ending.There was a rather drawn-out sex scene in the middle of the book. When reading it, I really thought it was superfluous. However, the inclusion of it was explained in the ending, so it definitely fit.Character Development: 4 StarsI found Johnny to be a normal kid, if not particularly likable, in the first section. As he got older, I found myself liking him less and less. He just seemed like a jerk for the most part. However, by the end, I was rooting for him, at least a little, as some sympathy was generated. He also grew quite a bit as a character.Most of the other characters were one-dimensional, without any real personalities.Writing Style: 4 1/4 StarsThe writing style was excellent with good voice and sentence structure.  The descriptions were vivid and well written. The dialogue for the ""young Johnny"" was a little mature for the age group; however, the rest of the book had good dialogue.I found it odd that a very few chapters were thrown in that told the story from different viewpoints. It seemed like the entire book should have been from Johnny's point of view or have had more chapters told from various viewpoints. Those few chapters threw the book off course for short periods.Editing/Formatting: 5 StarsBoth were of professional quality.Rating: R for Sex, Language, Mild Violence",1
605,4,"""If I Die Young"" by Talia JagerCaelyn Noel is your ordinary teenager.  Maybe not as active as some of her friends, due to asthma, but she still has the usual problems.  Getting homework turned in, final exams, breaking up with her boyfriend.Just as she gains interest in the cute boy she's liked for years, things take a turn for the worse and she collapses at school.  Her heart is giving out and she is in desperate need of a new one.All of Caelyn's friends seem to disappear except for Lindsay, her best friend.  Her parents are by her side every step of the way, so she isn't entirely alone.  But what about love?  What if she dies without having found the love of her life?  When she meets Austin Walker, she thinks that maybe she does have a second chance at love at the very least.  Is he the one for her?""If I Die Young"" is a must read for any young adult.  It is a sweet romance and filled with Caelyn's trials and tribulations as she deals with heart disease and facing death.  Once I started reading, I couldn't put it down.  Caelyn's situation is a bit terrifying, a lot for a young girl to go through, yet she soldiers on.  I don't want to give too many details away, I just suggest you read it for yourself!~M. L. Chesley, Fantasy Author",1
606,5,"No doubt about it, Jack and her partner always end up with the strangest cases. As with all in this series, the storyline is well crafted with realistic characters.",1
607,5,"I bought A Woman's Place the first day it was released. I finished reading it a couple of days ago. This book is a fascinating read.  Knowing that the story is based on the author's ancestors made the book even more interesting to me. I became so involved with this story. I laughed and I cried with Julia and Sonja. By the time I reached the last page, I felt as though Julia and Sonja were part of my own family.Susanne O'Leary is a masterful story teller. I highly recommend this book. I sincerely hope Susanne writes a sequel to A Woman's Place. I MUST know what happened with Sonja after this book's end.Kristie Leigh MaguireSecond Chancesand other titles",1
608,4,Fun loving series makes you want to keep reading.  I usually enjoy something a little more serious nut this was a fun change of pace!  Would recommend it.,1
609,5,I wish this story had been longer. I would have loved to see what happened after the birth of the baby. All in all this was an excellent story.,1
610,5,"I'm finding in my readings of Harper Fox's that I truly lack the literary language to accurately express how incredible the book is. I only have so many adjectives and I'm running out of them as descriptors.The Salisbury Key is intense. It describes so many life lessons such as grief, love, hate, anger, fear, jealousy and happiness.Truly a work to be read. You'll enjoy it. You'll see.",1
611,4,"I received a complimentary copy of this book in order to review it. I found the book interesting and hard to put down once I started reading it.  I did find following what was going on somewhat difficult especially mid way through the book when a significant event occurs.  The main character's inner conflict which is how to deal with her past and reconcile it with her present is compelling and interesting, and makes the reader wonder what they would do if they were presented with similar choices.My only complaint which is why I gave this 4 instead of 5 stars is because the book doesn't really have an ending.  While I understand that there is a sequel to it, I would have liked the first book to have had its own conclusion, as most books in a series do.",1
612,5,"When Sociology professor Meg visits a jungle in South America looking for ruins, she finds a wounded jaguar.  When she hears her local helpers are all running away the next day, she finds out what scared them off.  It turns out the wounded jaguar is a man.Santiago knows that human women and his kind don't mix.  So when she helps save his life, he starts falling for her.Treasure Hunting is a nice little treasure.  With some Indiana Jones type action, some creepy bad guys, some hot and strange love scenes (sex in a tree!), this story keeps your interest all the way through to the end.  Treasure Hunting is a thoroughly enjoyable read.Vivian",1
613,4,"Worth the read. Psychothriller with a twist. Imagine the torture of being taken away from the ones you love and trust, add to that the pain of knowing you need to protect not only yourself. That's what this book delivers. Fall in love with the bad guy at the same time you're rooting for the good guys. The thing with this book is that what happens is very much non-fiction; there are no out of this world action scenes.The reader is drawn into the life of the psychotic killer; you'll find yourself liking him despite your common sense. His past was hell and he hungers for the kill; but he finds himself wanting a quiet life with the girl he mistakenly takes in a drunken furry. The girl's strength throughout the book, outshines even Wonder Woman. The mobsters act exactly as I would imagine. The cop was the a bit of a disappointment in my opinion. I found him too weak, uncreative and not too bright. His detective skills were lacking to say the least.All in all a highly entertaining read. It does grab the reader and for someone with a busy schedule...well, get ready, the world will just have to wait.",1
614,5,"Gritty, modern, and so authentic that if you didn't know it was fiction, you'd swear it was real! If you like Clancy, Griffin, and Cussler, you're going to really enjoy McDonald's Scion. But don't take my word for it, check it out for yourself!",1
615,4,"This is a well-written and conceptualized story. It's creative and I really enjoyed the characters. The one flaw is the vampire was not ""revealed"" enough. I just didn't get a ""sense"" of him. I'm guessing the author will evolve him more in subsequent books (which I'll buy). Loved the time-travel angle and would [also] love to read more about the MC's mixed blood and what that means for her future.",1
616,4,"What fun !!! I wish these books had been around in the late 60s so as a teen, magic could have made my world a little more colorful. As an adult, I'm surprised how enjoyable this series seems to be.Thank you.",1
617,5,"I am so glad I stumbled upon this little Gem!Kris is a refreshingly stable character and has great support around her in the way of two friends she has had with her since college, Roni and Cassie. Though Kris has a little quirk, she is a Precognitive, she sees flashes of the future which may, or may not depending on decisions made, happen with days or weeks of her seeing it. I was very glad the writer did not hang on this detail, it was written in to the book as if it were completely normal. It is a natural ability she was born with.Kris has quite an idealistic life, she lives by the beach, owns a company that, with the help of Roni's herbal inventions, is growing. She is a very beautiful woman and it is this fact that catches the attention of a stalker who we learn much about and is a very bad piece of work. He creeped me out, that was for sure.The book follows Kris as she tries to deal with knowing she is being watched, recieving creepy phone calls and having quick visions of the future that puts her friends in danger and Nick, the man she fell for in college and is re-untied with a quarter way through the book.What I liked most about this book was it was not overly dramatic. Kris is mentally and emotionally strong and copes with the situation very well. I also loved the understated romance with Nick, the evil stalker and the supporting characters such as Dylan and Jerry. They all added great personalities to the story and hope we hear more from them throughout the trilogy.My only problem was the abrupt ending. It had lent it self to a climax that could have been chilling, painful and incredibly suspensful. I felt it ended too soon and I would have liked to have seen more of a struggle there.I cant wait to read the second book in the series. Great book!",1
618,5,"Wow, here is another book I am struggling to review. Not in a bad way. No, I absolutely loved this book! I don't personally come from a military family. My uncle was in the navy for 25 years before retiring to be a school teacher and my father, grandfather and other older members were in various parts of the military. But all were out of their military careers by the time I came around. I whole heartedly support our troops no matter how I feel about the government or the wars we are in. It is basic every day men and women who protect us. Give us our freedoms. And allow me to voice my opinion on romance books I adore. Thank you.That out of the way, let's not totally confuse this as  a military themed book where there are explosions on every page. There is some action, but the majority of the book takes place after Sergeant First Class Shane Garrison is injured and sent home to recover. I am getting a little ahead of myself in this review...backtracking.We meet Shane as he is signing the divorce papers. Kind of sad and just ready for it to be over. He's ready to deploy with his men, but there is one problem. He had emergency appendix surgery and has been hiding it from everyone. You have to be in tip top shape to deploy and Shane obviously isn't ready. The night before his deployment he is talked into going out with the guys, where he meets Jen St. James, a nurse. There is instant attraction, some kisses, but they both know it can't go much further and say their goodbyes. Here comes the next day and Jen's the nurse who has to clear Shane for deployment. Yep, she finds out about his surgery and due to a lot of pleading from Shane, sends him off to Iraq.We don't hear much any more about the surgery. No problems arise on either side for having forged ahead when they both know they shouldn't have. I guess I expected some ramifications for this, but they never developed.While out on a mission, Shane and two other men under his command get severely injured and sent back home. That is the basic story, but there is also some underlying story of stealing and that is coming to blame on these three men. An investigation is taking place by a guy I wanted to punch often, while the other two men are learning to live without limbs and Shane is trying to recover from having his legs shattered and pieced back together. The emotion this guy invoked out of me left me wanting to cram his clipboard down his throat.I focused a lot of Shane there, but Jen has a very big change in her life. She had cancer at one time and had a breast removed. The angry scar seems to mock her most of the book. So while the men think she can never understand their loss and pain, she has a very unique look at it. Can I hug Shane right now? Yes, Shane. Her not having a breast was not a big deal to him. He loved her for her and not what body parts were missing. I wanted to jump up and down for man who could accept her for herself and not the scar staring him in the eye!The book is mostly about healing both physically and mentally from wounds, be they from war or disease. The responsibility we feel for those around us can shape the person we feel we are and color how we should react. There are deep emotions on what you should be responsible for and what you are actually responsible for. Emotions run wild over physical therapy, returning to war, the lose of a limb and even attempted suicide.It is hard to explain why I felt so deeply for this book. It is steamy with several love scenes, but that wasn't what made it a keep for me. I guess one way to explain it is that Jessica took the time to get to know the characters. She developed them and we grew with them. Just because they had attraction, she didn't just throw them into bed together. They had issues to over come before they could come together.On top of that there were a lot of wonderful supporting characters. I can't wait to see what happens to Trent and Laura. That one is breaking my heart. Then there is Vic and Nicole. Wondering if they will show up in any more stories as I loved Vic Carponti's sense of humor even if I did want to slap him upside the back of the head like Gibbs does.I gobbled this book up in one day and wanted to continue reading it. It was a heart wrenching look into what happens when you lose a part of yourself and how you learn to cope and move on after the dirt settles.",1
619,5,"At the age of 18, every child takes an assessment test.  The results of the assessment test determine what your place will be in society.  Alexandria receives the rank of a fast-tracker, the highest and most elite rank obtainable.  Her best friend Byron is not so lucky, and receives the lowest rank possible.  At first dazzled by the lifestyle, Alexandria quickly learns to tread carefully amidst the treachery and back-stabbing of fast-tracker life.  Especially if she wants to help Byron escape his life of hard-work and brutality.Overall, I really enjoyed this book.  I will definitely read the next in the series.  The characters where interesting and dynamic and the plot line was fascinating.",1
620,4,Two lost souls find each other and help heal the wounds that have locked away their true selves for years.  This story is perfect in that it is realistic and shows how people can change for the better even if it does not have a fairy tail ending.  Real love can endure hard problems and survive.,1
621,4,"Siegel's supernatural, take no prisoners twist on serving the Lord was interesting. I'm hungry to learn more about the characters who were all strong, yet dark and flawed in their own ways. I can't get enough of well-layered characters and the agents of the GSS offer no disappointments.Apocalypse Cult was a mysterious, suspenseful and thought-provoking ride any action fan would enjoy. The characters were strong and the message was clear, threaten humanity's innocents and you can expect an unpleasant visit from the Gray Spear Society.",1
622,4,"A good short story for a reasonable price. Other reviewers have provided the story line, I'd add that I liked McTark's inventiveness in the sex scenes, with a tinge of exhibitionism. Good chemistry between Brian and Amber, their characters had enough depth to make me care about them. The misunderstanding between them was a little out of character for Brian, but you gotta have some angst tension for a good story. I could have used a little more background on Brian. How is a nice, hot, hunky, hung guy like Brian not married or at least involved?",1
623,5,This is a recent Kindle edition as this was originally written in 1920. The story is unique and time/era sensitive which makes it utterly fascinating. I have read many of his books and truly loved every one. Great mysteries with original characters and a super plot.,1
624,5,"I didn't give this book 5 stars due to its complex characters and twisty plot. I have it 5 stars because it was exactly the sort of book i was looking for. After all, a girl can only read so many werewolf shifter romances.Light, fresh and fun",1
625,4,"I admit I am biased, as I already loved the content of NYT.I love reading about finance, entertainment, style, and of course current events. The Kindle edition is easy to navigate, filled with pictures and is a pleasure to read.The Kindle edition does exactly what it supposed to do - making it a great reading experience.  On occasion, I might supplement this by looking at the online edition (if I MUST see a color picture, or something).  The online editions can be hard to read, and are best for a glance - I have it on an iPod Touch - nice to have, but not exactly my idea of a desired reading experience like Kindle.Like clockwork, the paper arrives early each morning (no more missed papers), easy to search headlines and a nice compliment to the online edition, in a great reading format.Well done!",1
626,5,"Cannibal Nights, the second volume of Kiana Davenport&#8217;s Pacific Stories, is yet another stunning collection of short stories set in different Pacific locations - from Hawai&#8217;i to Tonga, all the way to Australia via the Easter Islands and more. I didn&#8217;t think it was possible for Volume II to be better than Volume I - &#8220;House of Skin&#8221;, but I think I enjoyed this second instalment even more. The short-story is a format which I usually find unsatisfying, but not when in the hand of this author. Every story is perfectly self-contained and every character is meticulously drawn and well-rounded: yes, all the stories are told from the point of view of female protagonists, but their appeal is universal, and I defy the reader not to be sucked in immediately from &#8216;Assassin Orders Peking Duck&#8217;, centred around the Bali bombing, or not to be intrigued and simultaneously repulsed by the fictionalised life of Paul Gauguin in &#8220;Cannibal Nights, Colonial Afternoons&#8221;. I will not spoilt it for you - see for yourself.But I warn you: after finishing this volume, I immediately purchased and read the third one, &#8220;Opium Dreams&#8221;: this is what Kiana Davenport&#8217;s writing does to you - it&#8217;s beautifully addictive.",1
627,5,"If you work around research scientists you can quickly believe in the character of Jaswinder happily engulfed in her work-so uninformed about day to day events nor aware of the power brokers behind politics. In her case a potential break through in space travel endangers certain political and financial interests which put Jazz into danger. This is her story of hiding and evading from people. It an interpersonal story of trust, distrust, lies and how to deal with new people in a new environment when you are on the run.I loved the story and hope we another chapter in this universe with these characters some time in 2012.",1
628,5,"The continuation of the Emerald Isle trilogy comes to us in Mac Liam, seven years after the Daegan Raeliksen saga, we find Breandan Mac Liam, who was introduced in the first book, still pining after his lost love. He honestly feels no remorse in his pining and only wishes for an opportunity to see the object of his affection again. That opportunity arises when he receives news that the King of Connacht, Mara's father is on his deathbed and wishes to see his only daughter before he passes on. The King has asked that Breandan escort his daughter from Inis Mor to him.Mara lives in the Isle of Inis Mor with the product of her short but timeless love affair with Daegan, their son Lochlann. Six years after the birth of Lochlann she has neither seen nor heard from her father, Callan, the King of Connacht. She lives under the watchful of of her deceased husband's best friend Tait, the new Chieftain, and Nevan, King on Inis Mor. Lately, Mara, although seemingly content in her existence has been feeling low. She watches as those around her have full lives with intact families and she feels a pang of something if not jealousy. The love she has for her son and the extreme love she still feels for Daegan keep her going but also leave her wanting.Mac Liam is a story of secrets coming to light and dreams coming true. It is a tale of second chances and enlightenment, acceptance and need. Breandan is a gentleman and a catch and Mara basically has no chance when they are reunited, and after the outcome in Raeliksen, you don't want to see Mara get away either.",1
629,5,Great book and would recommend it to anyone interested in thriller type books. Kept me interested throughout the whole read.,1
630,5,"Ok, I very rarely find books that give me strong enough feelings to rate them. But, this one was amazing. Well written and a good tale with a very unexpected twist for the ending. couldn't put it down. I wanted to jump ahead a few decades for a second prologue. Well done.Second best part- it's free and amazing, which is rather refreshing.",1
631,5,"Great suspense from beginning to end. Eve and Mack have great chemistry.  The action keeps coming as the heat between them ramps up. A well-written, quick read.",1
632,4,This was a cute story which show how love can truly conquer all. I really enjoyed it. I am a hopeless romantic and this story made me believe in love.,1
633,5,"If you have read any of my other reviews you know that I am a tough critic. I am especially tough on whiny, spoiled heroines. You won't find any of those creatures anywhere in this story. Kathy Lee is smart, decent, vulnerable, kind, funny, loving, high spirited and yet unsure of herself. In particular, I appreciated the fact that, while alluded to, very little time was spent on the physical beauty of Kathy Lee and Robert. Due to this wise choice by the author, the beauty of their spirits was allowed to carry us away.I can't say enough about this book. The repartee between the main characters was stellar (is anything more exhilarating than the growing, unfolding love of a pair of incurable smart alecks?), the plot was well constructed, the pacing perfect and the setting irresistible. I wish I could read ten more stories just like it. I come from a family of historians, the Revolutionary period being our particular niche and the research was quite thorough. Rare is the occasion that I am motivated to give five stars and this is one of those times. Be warned, if you are looking for steamy sex scenes you will not find them in this book but the love story is so expertly handled you will be smitten with Robert Upton before all is said and done. Otherwise, I hold out no hope for you whatsoever.",1
634,4,"I enjoyed this tale, as the indestructible heroine battles a relentless succession of (unlikely) life-threatening scenarios.An element that I did find rather disconcerting was the author's penchant to mix the dispassionate tense of the narrative of what was happening with actual conversations.As an integral component of the tale, the reader will learn a lot about contemporary Africa and will become more knowledgeable about the challenges facing that troubled continent.It's also an -almost- believable story....enjoy!",1
635,4,"Winter's Kiss by F. E. Heaton is about forbidden love between a Vampire and a Werewolf.  Winter is a Vampire who has loved Nika from afar for years.  When she is attacked and bitten by a werewolf he knows that his dreams of being with her are over.  It is against Vampire law for him to be with a Werewolf, the penalty is death.  Winter is determined to protect Nika; he just doesn't know how he'll be able to walk away from her when he's done.  Nika plans to do everything in her power to stop Winter from walking away from her.  Will she succeed?  Will these two find a way to be together?This is an emotional story filled with love and turmoil.  It is sad at times and joyful at others.  You want them to stay together but you don't know how that is possible.  You ache for them.  It keeps you on the edge of your seat waiting to find out what happens next.  When a book has the power to move you then you know it's a good one.  This is a great book by a talented author.  I would recommend it to any one who enjoys Paranormal Romance.",1
636,4,I bought and read this book the same day as the first.  Lots of action and the plot moved forward.  Some secrets were revealed and others foreshadowed.  Was thrilled to see the third book just published so I could read more.,1
637,5,"A captivating read which was hard to put down. It had all the elements, love hate humour compation and more. The characters were well constructed and believable. A very enjoyable story.",1
638,5,"The accidental hero is a very well written and interesting story that I enjoyed reading.I recommend it for you, take the time to read this book, I promise you will not be disappointed, is an I-can't-put-it-down thriller with Christian elements, is about faith.You have to read this book.",1
